ï»¿Business,Street,City,State,Postcode,Country,Phone,Website,Email,Email Type,Categories,Description,Employees,Linkedin,Facebook,X,Instagram,Youtube,Lat,Lng,Contact First Name,Contact Last Name,Contact Role,Contact Email
Dynamc Llc,880 N Eckhoff St,Orange,CA,92868,United States,(714) 988-6123,https://www.dynamc.net/,brennan@dynamcllc.com,Valid,"Automation company, Electrical engineer, Machine maintenance service, Machine shop, Material handling equipment supplier, Mechanical engineer, Metal fabricator",DynamC â Engineering Solutions for All Industries,,,,,,,33.8022275,-117.8746314,,,,
Ejb Enterprises,1011 W Barkley Ave,Orange,CA,92868,United States,(714) 921-2063,https://ejbenterprises.com/,info@ejbenterprises.com,Valid,Machine shop,"EJB Enterprises is a detailed machine shop specializing in precision machining services for the manufacturing market. With over 15 years of experience, they focus on delivering products on time and meeting quality specifications, catering to needs from single prototypes to large productions.",5,https://www.linkedin.com/company/ejb-enterprise-llc,,,,,33.8013905,-117.8633518,Ryon,Beachner,Co-owner,rbeachner@ejbenterprises.com
Elite Equipment,1223 W Alvarez Ave,Orange,CA,92868,United States,(714) 974-2777,https://www.eliteequipmentinc.com/,ben.jenko@hotmail.com,Valid,"Repair service, Hydraulic repair service, Tool repair shop, Tool store","Elite Equipment Repair is an information technology and services company based out of 1441 SW 30th Ave # 27, Pompano Beach, Florida, United States.",<25,https://www.linkedin.com/company/elite-equipment-repair,,,,,33.7982694,-117.8653475,,,,
Engineered Machining Solutions,200 W Grove Ave,Orange,CA,92865,United States,(714) 288-0608,https://www.ems-mfg.com/,info@ems-mfg.com,Valid,"Machining manufacturer, Aerospace company","Today, EMS has a core group of world class customers in various industries, including the aerospace, space-craft and medical. EMS has earned the right to produce flight components along with numerous ground support and tooling projects. The EMS customer base continues to expand its trust and confidence by awarding some of its most demanding projects to this team.",1,,,,,,33.8206757,-117.8545911,David,Szabo,Founder,david@ems-mfg.com
Hydrocut Waterjet,1410 N Manzanita St,Orange,CA,92867,United States,(714) 841-1803,https://www.hydrocutwaterjet.com/,info@hydrocutwaterjet.com,Valid,"Machine shop, Water jet cutting service, Metal fabricator","Hydrocut Waterjet specializes in Abrasive Waterjet Cutting for both conductive and non-conductive materials, utilizing advanced technology for faster and higher quality cuts. They have the capability to process projects ranging from small parts to heavy jobs, emphasizing efficiency and customer satisfaction.",4,https://www.linkedin.com/company/hydrocut-waterjet,https://www.facebook.com/hydrocut-waterjet-118161214873517,,,,33.8109576,-117.8588399,Ted,Spuhler,President,ted@hydrocutwaterjet.com
M&r Engineering,227 E Meats Ave,Orange,CA,92865,United States,(657) 845-9149,https://www.m-reng.com/,contactus@m-reng.com,Valid,Machine shop,"MR Engineering is a contract manufacturing machine shop specializing in high-precision machining of metal and plastic parts, with over 50 years of experience and a strong commitment to quality, as evidenced by their ISO 9001 and AS9100 certifications.",91,https://www.linkedin.com/company/m-r-engineering,https://www.facebook.com/MR-Engineering-172973769425204,https://www.x.com/mreng_ca,,,33.823402,-117.851205,Natalia,Sephton,President & Ceo M&r Engineering,natalia@m-reng.com
Old Anvil Speed Shop,1420 N Glassell St,Orange,CA,92867,United States,(657) 223-9889,https://www.oldanvilspeedshop.com/,jeffallison@oldanvilspeedshop.com,Valid,"Metal fabricator, Auto machine shop, Auto restoration service, Car manufacturer","Old Anvil Speed Shop, Hot Rods, Pro-Touring, Vintage and Classic Cars. Specialized Metal Finishing, Electrical Upgrades, Performance Upgrades, Custom Chassis, Chopping, Channeling.Read more",<25,,https://www.facebook.com/Rodtees,,https://instagram.com/oldanvilspeedshop,https://www.youtube.com/@oldanvilspeedshop,33.8111599,-117.8534397,,,,
Orange General Machining,1030 W Briardale Ave,Orange,CA,92865,United States,(714) 921-1220,http://www.ogm-mfg.com/,ogminc@pacbell.net,Catch-all,Machine shop,"Orange General Machining - a precision CNC Machine Shop located in Orange County, California",,,,,,,33.8164057,-117.8638866,,,,
Positive Machining,938 W Barkley Ave E,Orange,CA,92868,United States,(714) 357-5604,https://www.positive-machining.com/,mikevogelvang@gmail.com,Valid,Machine shop,"Positive Machining has been fabricating custom-made, high-quality machine parts, on time, with competitive pricing, since 1976. We can drill, mill, lathe and punch steel, aluminum, and plastic. Welding capabilities include Mig (Wirefeed), Tig (Heliar",,,https://www.facebook.com/Positive-Machining-102507491272883,https://wix.com,,,33.8004832,-117.8627621,,,,
Precision Grinding Co,1019 W Briardale Ave,Orange,CA,92865,United States,(714) 921-1533,https://www.precisiongrindingco.com/,sal@precisiongrindingco.com,Catch-all,Machine shop,"Precision Grinding Company (P.G.C.) is a family-owned business established in 1978, specializing in various grinding services including i.d., o.d., universal, surface, and high-end critical component grinding. The company serves a broad range of industries such as aerospace, military, medical, automotive, and commercial, emphasizing precision and customer satisfaction.",4,,,,,,33.8169496,-117.8637639,Sal,Dokovic,General Manager,sal@precisiongrindingco.com
Southern California Precision Machining,500 E Cerritos Ave,Anaheim,CA,92805,United States,(714) 490-3602,https://www.socalmachining.com/contact.html,info@socalmachining.com,Catch-all,Machine shop,Southern California Precision Machining,,,,,,,33.8099927,-117.9023902,,,,
Tera Engineering Co.,758 N Batavia St I,Orange,CA,92868,United States,(562) 888-0060,https://teraengineering.com/,mperez@teraengineering.com,Valid,"Machine shop, Automation company, Design engineer, Engineering consultant, Gasket manufacturer, Laser cutting service, Plastic injection molding service, Mold maker, Plastic fabrication company","Tera Engineering Co. specializes in product design, development, and manufacturing services, including injection molding, 3D printing, and prototyping. Based in Orange County, California, they cater to a diverse range of clients looking to bring their product ideas to life efficiently.",12,https://www.linkedin.com/organization-guest/company/teraengineering,https://www.facebook.com/TeraEngineering,,https://www.instagram.com/teraengineering,https://www.youtube.com/channel/UCdLJSbG8KktUlYycjoxRUUA,33.7999057,-117.8625509,Santhan,Naru,Research & Development Engineer,snaru@teraengineering.com
Tri-tech Precision Inc,1863 N Case St #4234,Orange,CA,92865,United States,(714) 970-1363,http://www.tri-techprecision.com/,ernie@tri-techprecision.com,Unknown,Machine shop,"Tri-Tech Precision Inc. is a HUBZone small business located in Orange, California, with over 30 years of experience in manufacturing complex parts and tooling. They cater to various industries including Aerospace, Medical, Automotive, and Sports, with expertise in materials like Super Alloys and Composites.",19,https://www.linkedin.com/company/tri-tech-precision-inc.,https://www.facebook.com/tritechprods,https://www.x.com/xanderluciano,,,33.8185983,-117.8582113,Andy,Solis,Plant Manager,andy.solis@tri-techprecision.com
Us Shop Tools,1340 S Allec St,Anaheim,CA,92805,United States,(714) 772-9011,https://www.usshoptools.com/,sales@usshoptools.com,Valid,Metal industry suppliers,"US Shop Tools is a leading manufacturer, wholesaler, and supplier of metalworking tools and machine parts in the USA. They offer a comprehensive range of products including lathe work holding, cutting tools, and measuring tools, catering to various industrial needs.",30,https://www.linkedin.com/company/us-shop-tools,https://www.facebook.com/usshoptools,,,,33.8146467,-117.899714,Greg,Stoddard,Sales Marketing Manager,greg@usshoptools.com
Abco Diesel Repair Shop,1439 W Collins Ave,Orange,CA,92867,United States,(714) 997-1955,https://abcodieselinc.com/,info@abcodieselinc.com,Valid,Engine repair service,"ABCO Diesel Inc. is a diesel truck repair shop located in Orange, CA, specializing in exceptional diesel mechanic services, maintenance repairs, and performance upgrades for various vehicle brands. The company offers advanced diagnostic tools to ensure efficient and accurate repairs, catering to both individual vehicle owners and fleet services.",5,,https://www.facebook.com/abcodiesel,https://www.x.com/abcospeed,https://www.instagram.com/abcodiesel,,33.803688,-117.868042,,,,
Atlas Specialty Products,2299 E Winston Rd,Anaheim,CA,92806,United States,(714) 999-5400,http://www.atlasspecialtyproducts.com/,info@atlasspecialtyproducts.com,Catch-all,Machine shop,"Atlas Specialty Products is the world&s;s leading manufacturer of fluid fittings and standards, having provided solutions to the aviation industry for more than 50 years. Atlas was founded by Curtis Preston in 1961 and is currently headquartered in Anaheim, California.",15,https://www.linkedin.com/company/atlas-specialty-products,,,,,33.8150215,-117.8846817,Clark,Campbell,Shipping & Receiving at Atlas Specialty,ccampbell@atlasspecialtyproducts.com
Machining Time Savers,1338 S State College Pkwy,Anaheim,CA,92806,United States,(714) 635-7373,https://www.mtscnc.com/,sales@mtscnc.com,Valid,Machine shop,"A Division of Machining Time Savers, Inc. With over 30 years of experience supporting the metalworking community in Southern California, HFO Anaheim is the premier and exclusive distributor for Haas CNC machine tools and rotary products. Were extremely proud to represent Americas largest machine tool builder, offering a complete range of; 5-axis universal machining centers, vertical machining centers, horizontal machining centers, multitasking turning centers, CNC lathes, CNC mills, rotary tables and 5C collet indexers.",<25,https://www.linkedin.com/company/haas-automation,https://www.facebook.com/HaasAutomationInc,https://x.com/Haas_Automation,https://www.instagram.com/haas_automation,https://www.youtube.com/user/haasautomation,33.8148117,-117.8873138,Donald,Martin,President,dmartin@mtscnc.com
Matrix Machine Corp,2454 N Glassell St,Orange,CA,92865,United States,(714) 904-2534,https://matrixmachinecorp.com/,customerservice@matrixmachinecorp.com,Catch-all,Metal fabricator,"Matrix Machine Corp manufactures the highest quality, American-made Bridge Saws, Fabrication Centers, Tilt Tables and Equipment for the Stone Industry. Also providing parts and servicing for all your Matrix Stone Machinery needs. Matrix Machine Corp provides everything Matrix customers could ever want - with a professional and friendly attitude.",<25,https://www.linkedin.com/company/matrix-machining-llc,https://www.facebook.com/Matrixstoneproducts,https://x.com/matrixmachineco,,,33.8284187,-117.8544464,Cable,Morris,President & Chief Executive Officer,cmorris@matrixmachinecorp.com
Robert's Precision Engineering,1345 S Iris St,Anaheim,CA,92805,United States,(714) 635-4485,https://www.roberts-eng.com/,info@roberts-eng.com,Catch-all,Machine shop,Roberts Engineering,13,,,,,,33.8155327,-117.9014969,Robert,Flores,,rflores@roberts-eng.com
Sam Machining,,Orange,California,,United States,(714) 632-7035,https://ad-sam.com/,jay@ad-sam.com,Valid,Machine shop,AD Machining,,,,,,,33.8300018,-117.8499985,Jay,Dutt,VP Operations,jay@ad-sam.com
