ï»¿Business,Street,City,State,Postcode,Country,Phone,Website,Email,Email Type,Categories,Description,Employees,Linkedin,Facebook,X,Instagram,Youtube,Lat,Lng,Contact First Name,Contact Last Name,Contact Role,Contact Email
Graphtec America Inc,17462 Armstrong Ave,Irvine,CA,92614,United States,(949) 770-6010,https://www.graphtecamerica.com/,service@graphtecamerica.com,Catch-all,Manufacturer,"Graphtec America produces vinyl cutters, color label printers, scanners intelligent recording instruments, and data acquisition systems. They are headquartered in Irvine, California.",23,https://www.linkedin.com/in/graphtec-america-inc-undefined-ba5a32395,https://www.facebook.com/Graphtec-America-667825166737645,https://x.com/Graphtec,https://www.instagram.com/graphteca,https://www.youtube.com/channel/UCi-q0sFG1VebYNQNks9H-7w,33.6908597,-117.8482632,Kokichi,Takahama,Ceo,ktakahama@graphtecamerica.com
Kappa Engineering Technologies,23112 Alcalde Dr Suite B,Laguna Hills,CA,92653,United States,(949) 501-8973,https://www.kappatechs.com/,info@kappatechs.com,Valid,Machine shop,Home - KAPPA Engineering Technologies,,,,,,,33.6225089,-117.726937,,,,
"Pacific Industrial Supply Co., Inc.",1632 Mcgaw Ave,Irvine,CA,92614,United States,(714) 540-7122,https://www.pacificindustrialsupply.com/,sales@pacificindustrialsupply.com,Valid,Tool store,"Since 1967, Pacific Industrial Supply has been serving Southern California as a full-line industrial distributor. During that span of time, we have built an organization that continually strives to be second to none in the quality of service we offer our customers.",37,https://www.linkedin.com/company/pacific-industrial-supply.-inc.,https://www.facebook.com/PacIndSupCo,https://www.x.com/pacindustrial,,,33.6957674,-117.8499642,John,Wright,Owner / Operator,jwright@pacificindustrialsupply.com
"Pacific Jig Grinding, Inc.",9269 Research Dr,Irvine,CA,92618,United States,(949) 453-1555,https://pacjig.com/,john@pacjig.com,Catch-all,Machine shop,"Pacific Jig Grinding, Inc specializes in custom 4-axis CNC jig grinding services, serving clients from various industries such as aerospace, mold making, and medical. With over 30 years of experience, the company, located in Irvine, California, focuses on delivering high-quality and affordable precision grinding solutions tailored to customer needs.",5,https://www.linkedin.com/company/pacific-jig-grinding-co,,,,,33.637987,-117.734639,John,Parker,President,john@pacjig.com
Premier Machining Inc.,Musick Honor Farm Rd 25,Irvine,CA,92618,United States,(949) 837-6487,https://www.premier-machining.com/,info@premier-machining.com,Valid,"Machine shop, Machinery parts manufacturer","Premier Machining is a mechanical or industrial engineering company based out of 25 Musick, Irvine, CA, United States.",27,https://www.linkedin.com/company/premier-machining,,,,,33.6625535,-117.7051265,Lucky,Sokhi,President,lucky@premier-machining.com
Protool Co.,14771 Myford Rd Suite D,Tustin,CA,92780,United States,(714) 544-0708,http://www.protoolco.com/,protool@protoolco.com,Catch-all,Machine shop,Protool Co is an ISO 9001:2015 certified company that specializes in manufacturing components. They focus on delivering products on time to meet their clients&s; needs. The company&s;s services likely include providing sample parts and custom solutions.,6,https://www.linkedin.com/company/bernhardt-&a;-bernhardt-inc.-dba-protool-company,,,,,33.711641,-117.8044901,,,,
Rexmotion,17779 Main St Ste D,Irvine,CA,92614,United States,(714) 698-4639,https://www.rexmotion.com/,ron@rexmotion.com,Valid,"Machine shop, Laser cutting service, Machining manufacturer, Metal fabricator, Metal machinery supplier","Rexmotion cnc sells industrial cnc router for wood, plywood, plastic, and aluminum. CNC router for sheets and panels. 4x8 cnc routers are our best sellers. Auto tool change cnc router machines. We ship nationwide from California.",,,https://www.facebook.com/wix,,https://www.instagram.com/rexmotioncncusa,http://youtube.com/@Rexmotioncnc,33.6870831,-117.8582203,,,,
Tela Engineering Inc,17965 Sky Park Cir # G,Irvine,CA,92614,United States,(949) 756-8910,https://telaengineering.com/,gustavo@telaengineering.com,Valid,"Machine shop, Medical equipment manufacturer","Tela Engineering Inc. is an ISO 9001:2015 certified company that specializes in manufacturing precision components for various industries including medical, automotive, aerospace, and electronics. They leverage state-of-the-art equipment and a skilled workforce to deliver innovative solutions.",6,,,,,,33.6892253,-117.8613938,Fernando,Tela,Owner,fernando@telaengineering.com
Toosky Engineering Models,2650 Walnut Ave,Tustin,CA,92780,United States,,https://site-1852699-9942-8211.mystrikingly.com/,sales@bigrranch.com,Valid,Machine shop,"Strikingly is a user-friendly website and store builder designed for entrepreneurs and creatives, enabling them to create beautiful, mobile-friendly websites without any coding or design skills. The platform offers a range of features including e-commerce functionality, customizable templates, and built-in analytics, making it easy for users to manage their online presence.",12,https://www.linkedin.com/company/dine-with-us,https://facebook.com/strikingly,https://x.com/Strikingly,https://www.instagram.com/striking.ly,,33.7144764,-117.8088412,,,,
Uci Fabworks,,Irvine,CA,92697,United States,,https://manufacturing.uci.edu/fabworks/,research@mind.uci.edu,Catch-all,"Makerspace, Laser cutting service, 3D printing service","The University of California, Irvine (UCI) is a public research university founded in 1965 and located in Irvine, California. As a member of the prestigious University of California system, UCI offers comprehensive undergraduate, graduate, and professional education across numerous academic disciplines.","20,420",https://www.linkedin.com/school/university-of-california-irvine,https://www.facebook.com/UCIrvine,https://x.com/ucirvine,https://instagram.com/ucirvine,https://www.youtube.com/user/ucirvine,33.6447171,-117.8411478,Ieee,Uci,Engineering Student Organization at University of,ieee@uci.edu
Us Tool & Die Machine Shop - Orange County,23274 Del Lago Dr,Laguna Hills,CA,92653,United States,(949) 454-9858,https://www.ustooldie.com/,info@ustooldie.com,Catch-all,"Machine shop, Manufacturer, Tool & die shop, Tool manufacturer, Welder",US tool & Die website,,,,,,,33.6242338,-117.7264507,,,,
A.m.i. Engineering Co. Llc.,S Halladay St,Santa Ana,CA,92701,United States,(714) 668-0113,https://www.ami-eng.com/,egiokai@ami-eng.com,Unknown,Machine shop,"A.M.I. Engineering specializes in the production of critical aerospace components for major industry players such as Boeing and Honeybee Robotics. With over 20 years of experience, the company provides services in assemblies, prototype development, production, and contract machining.",12,https://www.linkedin.com/company/a-m-i-engineering,,,,,33.7106171,-117.8592529,Enver,Giokai,Founder & President,egiokai@ami-eng.com
Abc Automation Solutions,22961 Triton Way,Laguna Hills,CA,92653,United States,(949) 374-6997,https://abcautomationsolutions.com/,info@abcautomationsolutions.com,Valid,Machine shop,"ABC Automation Solutions is a manufacturer of automation systems for various industries, offering turnkey solutions designed and produced in-house. With over 35 years of experience, they provide reliable and affordable automation services, encompassing the complete project cycle from design to delivery.",3,,,,,,33.6286697,-117.733429,,,,
Aerospace Engineering Llc,2141 S Standard Ave,Santa Ana,CA,92707,United States,(714) 641-5884,http://www.karman-aec.com/,brenda.ramirez@karman-sd.com,Catch-all,Machine shop,Relentlessly pushing the boundary of possibility with concept-to-production solutions for Defense and Space missions.,,https://www.linkedin.com/company/karman-space-defense,,https://x.com/karman_spacedef,https://www.instagram.com/karman_spacedef,https://www.youtube.com/channel/UCKqu80QhF3AA1PDJ5v6xiqQ,33.7182236,-117.856163,,,,
Axis Product Development,633 Young St,Santa Ana,CA,92705,United States,(800) 864-5457,https://www.axisproductdevelopment.com/,sales@axisproductdevelopment.com,Valid,Machine shop,"Axis Product Development is dedicated to YOUR success. From prototyping to production services, we will be there for you every step of the way. Our team of dedicated engineers, machinists, inspectors, and customer representatives work hard to ensure that you are 100% satisfied.",6,https://www.linkedin.com/company/axis-product-development,,,,,33.7109833,-117.8582306,Richard,Stafford,Manager of Business Development,rstafford@axisproductdevelopment.com
"B & F Modern Manufacturing, Inc.",2275 Grand Ave,Santa Ana,CA,92705,United States,(714) 540-1158,https://bnfmanufacturing.com/,aerospacewebsites@gmail.com,Valid,Machine shop,B&F Modern Manufacturing Inc. is AS9100D certified we offer 30 years of combined experience in the engineering and manufacturing industry. We are leaders in the manufacturing and precision machining of metal and composites for top companies who trust their solid reputations to us.,,https://www.linkedin.com/company/b-&-f-modern-manufacturing-inc.,,,,,33.7168121,-117.8506012,,,,
B&d Innovative Tools,1416 Ritchey St,Santa Ana,CA,92705,United States,(714) 742-0520,https://www.banddtools.net/,pdrtools1@gmail.com,Valid,Machine shop,"B&D Innovative Tools is a top leading pdr paintless dent repair removal tools manufacturer. PDR Paintless Dent Repair Removal Tools are used in process for removing dents, dings, and hail damage from automobiles. Whether professional or new to the craft we know that your tools are more than gear, theyre your livelihood.",<25,https://www.linkedin.com/company/b-&-d-tools-inc,https://www.facebook.com/banddtools,https://www.x.com/banddtools,,,33.7294769,-117.8417435,,,,
Bel Air Machining Co,151 E Columbine Ave,Santa Ana,CA,92707,United States,(714) 953-6616,https://www.belairmachine.com/,info@belairmachine.com,Valid,Machine shop,"BELAIR MACHINE is a precision machining and manufacturing company that provides comprehensive services primarily to clients in the medical, aerospace, automotive, and military sectors. With over 35 years of experience and AS9100D certification, they emphasize exceptional quality and customer service through value-added solutions and ongoing partnerships.",20,https://www.linkedin.com/company/bel-air-machining-co,,,,,33.7039566,-117.8669815,Ali,Ossaily,President,ali@belairmachine.com
Dc Precision Co,1720 S Santa Fe St,Santa Ana,CA,92705,United States,(714) 662-7620,https://www.dcprecisionco.com/,sales@dcprecisionco.com,Valid,Machine shop,,,,,,,,33.7248344,-117.853775,,,,
Duval Precision Grinding,1700 Newport Cir,Santa Ana,CA,92705,United States,(714) 546-9439,https://duvalprecisiongrinding.com/,contact@duvalprecisiongrinding.com,Catch-all,Machine shop,"Located in Santa Ana, CA, Duval Precision Grinding is a precision machine shop specializing in high-tolerance grinding services, including Internal Diameter, Outer Diameter, Bevel Gear, and Rotary Face Grinding. We proudly serve the aerospace, defense, and industrial sectors, with a proven track record supporting industry leaders such as SpaceX, Blue Origin, and Honeywell.",1,,,,,,33.7179527,-117.8450699,,,,
Helfer Tool Co,3030 Oak St,Santa Ana,CA,92707,United States,(714) 557-2733,https://www.helfertool.com/,ben@helfertool.com,Unknown,Machine shop,"Helfer Tool Company specializes in custom precision cutting tools, including Swiss tooling, cutters, reamers, and various grinding services. With over forty years of experience, they are recognized for high quality and close tolerances, serving industries such as automotive, aerospace, electronics, and medical.",23,https://www.linkedin.com/company/helfer-tool,,,,,33.7065697,-117.863533,,,,
"Hogin Machine, Inc.",1215 Glenwood Pl,Santa Ana,CA,92707,United States,(714) 754-1340,https://www.hoginmachine.com/,jennhogin@hoginmachine.com,Valid,Machine shop,"Hogin Machine, Inc. manufactures quality parts and assemblies to your specifications using an extensive line of equipment including: 
â¢CNC Milling 2-5 axis
â¢CAD CAM
â¢Multitasking turning centers with milling 2-9 axis
â¢CNC Waterjet cutting
â¢400 ton press brake
â¢Welding and fabrication",9,https://www.linkedin.com/company/hogin-machine-inc-,https://www.facebook.com/hogin-machine-inc-283240045146342,https://www.x.com/hoginmachine,,,33.7217331,-117.8556061,Jim,Hogin,President,jimhogin@hoginmachine.com
"Industrial Tool And Die, Inc.",1330 E Saint Gertrude Pl,Santa Ana,CA,92705,United States,(714) 549-1686,https://www.itdinc.us/,info@itdinc.us,Valid,Machine shop,"INDUSTRIAL TOOL & DIE, INC. is a company based out of 1330 E. ST. GERTRUDE PLACE, SANTA ANA, California, United States.",5,https://www.linkedin.com/company/industrial-tool-&-die-inc.,,,,,33.7194443,-117.8524475,,,,
Jvc Precision Inc.,515 S Santa Fe St,Santa Ana,CA,92705,United States,(714) 245-0775,https://www.jvcnc.com/,info@jvcnc.com,Valid,Machine shop,"JVC Precision Inc. is a CNC machine shop located in Orange County that specializes in the engineering, designing, and prototyping of cost-effective components. They offer a range of machining services, including CNC vertical and horizontal milling, CNC turning with live tooling, and additional services such as deburring, anodizing, and powder coating.",2,https://www.linkedin.com/company/jvc-precision-machines,,,,,33.7409897,-117.8536377,Juan,Victorio,Cnc Precision Machine Shop - Manufacturing,juan@jvcnc.com
Marine Crankshaft,2155 S Grand Ave,Santa Ana,CA,92705,United States,(714) 549-2388,https://www.marinecrankshaftinc.com/,cacranks@yahoo.com,Catch-all,Machine shop,"We fix crankshafts, and we fix them right! Everything from outboard marine and motorcycle to top fuel dragsters.",<25,,,,,,33.7183571,-117.849144,,,,
Mechanics Bank Auto Finance,430 Exchange,Irvine,CA,92602,United States,(855) 272-2886,https://www.mechanicsbank.com/,customerservice@mechanicsbank.com,Catch-all,,"Scott Valley Bank has now joined Mechanics Bank.
Please find our latest news at https://www.linkedin.com/company/mechanics-bank/",43,https://www.linkedin.com/company/mechanics-bank,https://www.facebook.com/MechanicsBank1905,https://x.com/mechanicsbank,https://www.instagram.com/mechanics_bank,https://www.youtube.com/channel/UCQePM4_mhaTGYkmtuQ4h3_Q,33.7133331,-117.7839813,Alex,Reich,"Director, Software Development & Vice President, Amp",areich@mechanicsbank.com
Ricaurte Precision Inc.,1550 E Mcfadden Ave,Santa Ana,CA,92705,United States,(714) 667-0632,https://ricaurteprecision.com/,emily@ricaurteprecision.com,Valid,Machine shop,"Ricaurte Precision is a turnkey precision machine shop located in Orange County, California, specializing in high-quality CNC machining services for complex parts made from premium metals and plastics. With over 30 years of experience, the company provides advanced machining solutions including 5-axis, multi-axis lathes, Swiss screw machining, and wire EDM, employing a technology-first approach fo",21,https://www.linkedin.com/company/ricaurte-precision-inc.,https://facebook.com/ricaurteprecision,,https://www.instagram.com/ricaurteprecision,http://www.youtube.com/@RicaurtePrecisionInc.-RPI,33.7333641,-117.8475266,Katherine,Pham,Business Analyst,katherine.pham@ricaurteprecision.com
Senga Engineering,1525 E Warner Ave,Santa Ana,CA,92705,United States,(714) 549-8011,https://www.senga-eng.com/,hr@senga-eng.com,Catch-all,Machine shop,"Senga Engineering is a leading CNC machining manufacturer located in Orange County, specializing in precision CNC machining and manufacturing solutions for various industries across the nation. The company offers advanced capabilities including CNC milling, turning, automation, and 3D printing, alongside dedicated quality assurance practices to ensure high-quality complex parts.",57,https://www.linkedin.com/company/senga-engineering,https://www.facebook.com/sengaofficial,https://www.x.com/jm_senga,,,33.716507,-117.8473511,Mike,Irion,Business Development Manager at Senga,irion@senga-eng.com
Sumax Industries,1304 E Saint Gertrude Pl,Santa Ana,CA,92705,United States,(714) 979-3223,https://www.sumaxindustries.com/,robs@sumaxindustries.com,Valid,Machine shop,,,,,,,,33.7193832,-117.8541183,,,,
Tomi Engineering Inc,414 E Alton Ave,Santa Ana,CA,92707,United States,(714) 556-1474,https://tomiengineering.com/,info@tomiengineering.com,Valid,Machine shop,"TOMI Engineering is a specialized CNC machine shop located in Santa Ana, California, with a focus on precision machining and assembly for the aerospace, defense, and space industries since 1977. The company is AS9100 and ITAR-certified, offering advanced capabilities in machining various materials, including aluminum and titanium, using state-of-the-art 3, 4, and 5-axis CNC machines.",42,https://www.linkedin.com/company/tomi-engineering,https://www.facebook.com/tomi-engineering-inc-161539043875796,,,,33.7046127,-117.8634796,Bob,Schoenbaum,,bschoenbaum@tomiengineering.com
"W.y. Manufacturing, Inc.",1037 Fuller St,Santa Ana,CA,92701,United States,(714) 835-3898,https://www.wymfginc.com/,wymfginc@aol.com,Catch-all,Machine shop,"We manufacture precision parts from basic materials such as aluminum, alloy steel, copper, stainless steel, and plastics.  We use state of art Cad/Cam systems to develop CNC programs that we then run on our CNC machines.",,,,,,,33.7550125,-117.8550339,Walt,Yaeger,,yaeger@wymfginc.com
