ï»¿Business,Street,City,State,Postcode,Country,Phone,Website,Email,Email Type,Categories,Description,Employees,Linkedin,Facebook,X,Instagram,Youtube,Lat,Lng,Contact First Name,Contact Last Name,Contact Role,Contact Email
Limn Research,1250 S 4th Ave Suite 150,Tucson,AZ,85713,United States,(520) 488-1088,https://www.limnresearch.com/,,,"Machine shop, Industrial design company","Limn Research designs and manufactures custom scientific equipment, tools, 
and prototypes for research labs, museums, and field-based work. We offer 
contract R&D, precision manufacturing, and co-commercialization 
partnerships to help bring complex",,,,https://www.x.company,,,32.2061106,-110.9657127,,,,
Machineworks,2 W Elm St,Tucson,AZ,85705,United States,(520) 624-5735,https://machineworksaz.com/,,,Auto machine shop,MachineWorks,,,,,,,32.2429691,-110.9721724,,,,
Motor Works & Machine,2650 W Valencia Rd,Tucson,AZ,85746,United States,(520) 620-6355,https://www.motorworksandautorepair.com/,luismartinez47@comcast.net,Unknown,"Auto machine shop, Auto repair shop","Motor Works Machine is a full-service automotive repair shop located in Tucson, AZ, providing expert repair services for both domestic and imported vehicles. Their certified technicians offer a range of services including AC repair, brake services, and engine maintenance, ensuring high-quality work at reasonable prices.",12,https://www.linkedin.com/company/motorworks-&-machine,https://www.facebook.com/MotorworksMachine,,,,32.134242,-111.023832,,,,
Numericraft Inc,1665 W Modern Ct,Tucson,AZ,85705,United States,(520) 887-7570,https://www.numericraft.com/,,,"Manufacturer, Machine shop","Numericraft, Inc. is an Aviation and Aerospace Manufacturing company, that provides high quality and innovative products.",7,https://www.linkedin.com/company/numericraft-inc,,,,,32.294237,-111.0017364,,,,
Opt Fabrication And Machine,250 E 36th St,Tucson,AZ,85713,United States,(520) 360-2173,,,,Machine shop,,,,,,,,32.1927918,-110.9660464,,,,
P O Machine,1910 W Price St,Tucson,AZ,85705,United States,(520) 888-4010,,,,Machine shop,,,,,,,,32.2805451,-111.0068774,,,,
Performance Engine & Machine,3691 S Country Club Rd,Tucson,AZ,85713,United States,(520) 884-1191,,,,Auto machine shop,,,,,,,,32.180045,-110.925991,,,,
Precision Southwest Manufacturing,3755 Romero Rd,Tucson,AZ,85705,United States,(520) 887-1166,https://www.precisionsouthwest.com/,sales@precisionsouthwest.com,Catch-all,Machine shop,HOME | Precision Southwest,,,,,,,32.2758128,-111.0056302,,,,
Ram Precision Machining Inc,1889 W Prince Rd,Tucson,AZ,85705,United States,(520) 888-8860,,,,Machine shop,,,,,,,,32.2717227,-111.0057175,,,,
Southwest Metalcrafts Corporation,21 W 33rd St,Tucson,AZ,85713,United States,(520) 747-2223,https://www.smctucson.com/,,,"Machine shop, Welder","Southwest Metalcrafts Corporation specializes in commercial and aerospace welding, fabrication, and machining services in Tucson, Arizona. They offer a wide range of expert services including welding, machining, fabrication, brazing, and spot welding.",5,https://www.linkedin.com/company/southwest-metalcrafts-corporation,,,,,32.1953096,-110.9691503,,,,
Speed & Engine Warehouse,2001 E 19th St,Tucson,AZ,85719,United States,(520) 792-1830,https://speedandengine.com/,,,"Auto parts store, Racing car parts store","Speed & Engine Warehouse - For all engine parts, speed parts, lubricant, and engine machining. Here to help you with all your projects. Thousands of in-stock automotive products.",20,,https://www.facebook.com/speedenginewarehouse,,https://www.instagram.com/speed_engine_warehouse,https://www.youtube.com/channel/UCPYtuAA3n8LoCylyszJsyqg,32.2109231,-110.9421846,,,,
Sre Engine Techniques,4262 N Flowing Wells Rd,Tucson,AZ,85705,United States,(520) 977-7712,https://www.sre-engines.com/,srolenc@hotmail.com,Valid,"Auto machine shop, Car repair and maintenance service, Racing car parts store",SRE Engine Techniques | Racing Engines With A Warranty,,,https://www.facebook.com/SreAutomotive,,https://www.instagram.com/sre_engines,https://www.youtube.com/@sreracingengines6448,32.2845955,-110.9946026,,,,
Stiffler Manufacturing,1815 W Gardner Ln,Tucson,AZ,85705,United States,,https://stifflermanufacturing.com/contact-us/,sales@stifflermanufacturing.com,Valid,Machine shop,Custom made CNC Glock Uppers Generations 1-3,,,https://facebook.com/StifflerMFG,https://x.com/StifflerMFG,https://www.instagram.com/stiffler_manufacturing,https://www.youtube.com/@StifflerManufacturing,32.2810623,-111.0048433,,,,
Tier One Machine Works Llc,1870 W Prince Rd Ste 50,Tucson,AZ,85705,United States,(520) 261-8469,https://www.tieronemachineworks.com/,,,Machine shop,CNC Machine Shop Providing Contract Manufacturing in Tucson Arizona - Prototype To Production,,,,,,,32.2740551,-111.0063833,,,,
Total Tool Inc,1117 W Grant Rd,Tucson,AZ,85705,United States,(520) 798-1246,,,,Machine shop,,,,,,,,32.2498644,-110.9906657,,,,
Triple R Automotive And Fleet Service,3810 N Geronimo Ave,Tucson,AZ,85705,United States,(520) 861-8775,https://www.triplerautoandfleet.com/,,,Machine shop,Quality automotive care for all vehicle types.,,,,,,,32.2760424,-110.9659968,,,,
"Tucson Cnc Machining, Inc.",3840 E 44th St #609,Tucson,AZ,85713,United States,(520) 305-4915,https://tucsoncnc.com/,,,Machining manufacturer,Precision Machining and Engineering.,,,,,,,32.185022,-110.9107784,,,,
Vroom Engineering & Manufacturing Inc,2410 W Wetmore Rd,Tucson,AZ,85705,United States,(520) 293-3819,https://www.vroomengineering.com/,info@vroomengineering.com,Valid,"Machine shop, Mechanic, Mechanical engineer, Welder","Vroom Engineering & Manufacturing Inc. specializes in engineering, machine shop services, fabrication, and mechanical solutions. Since the mid-1970s, the company has been providing tailored solutions to various industries, including mining, astronomical, food processing, and textile processing.",56,https://www.linkedin.com/company/vroom-engineering-&-manufacturing-inc.,https://www.facebook.com/vroomeng,,,,32.2875936,-111.0194017,Colton,Lacey,"Engineer, Fab Shop Manager",clacey@vroomengineering.com
Western Drawn Products,2116 N 10th Ave,Tucson,AZ,85705,United States,(520) 622-0261,,,,Machine shop,,,,,,,,32.2474418,-110.9747635,,,,
White Eagle Machine Shop,810 E 47th St # 101,Tucson,AZ,85713,United States,(520) 740-1881,https://whiteeaglemachineshop.com/,wems@whiteeagle.tuccoxmail.com,Unknown,"Machine shop, Machining manufacturer, Millwork shop",Home | WHITE EAGLE MACHINE SHOP,,,,,,,32.1793385,-110.9580964,,,,
Xerocraft Makerspace,101 W 6th St #111,Tucson,AZ,85701,United States,,https://xerocraft.org/,info@xerocraft.org,Valid,"Makerspace, Education center, Non-profit organization, Training center","Like to Do It Yourself? Interested in engaging with group and individual projects? Believe knowledge should be free? Hackerspaces allow room for groups of individuals to share knowledge, resources and create awesome things. Tucsonâs hackerspace is new; your involvement will help it grow.",5,https://www.linkedin.com/company/xerocraft,https://www.facebook.com/xerocraft,https://www.x.com/xerocraft,,,32.2273612,-110.9734144,Dusty,Reyes,Marketing Director,dusty@xerocraft.org
"5 Star Appliance Repair, Llc",1955 W Grant Rd,Tucson,AZ,85745,United States,,https://5staraz.com/tucson-nw/,5stararizona@gmail.com,Valid,Appliance repair service,"We are a small, but dedicated appliance repair company with many year of experience fixing home appliances in Tucson, Arizona. 
Our mission is to apply our knowledge of business management and appliance repairs to benefit local community with excellent service and low prices.",2,https://www.linkedin.com/company/5-star-appliance-repair-tucson-arizona,https://www.facebook.com/5-Star-Appliance-Repair-113333087105544,https://x.com/5_appliance,https://www.instagram.com/5stararizona,https://www.youtube.com/channel/UC59Gl-Qn49ziJn4a5PfB1rQ,32.2498283,-111.0099716,,,,
Abrams Airborne Manufacturing Inc,3735 N Romero Rd,Tucson,AZ,85705,United States,(520) 887-1727,https://www.abrams.com/,sales@abrams.com,Valid,Metal fabricator,"Abrams Airborne Manufacturing, Inc. is focused on creating sustainable growth through continual diversification of capabilities, commitment to quality and the development of people and business relationships.

COMPANY VALUES

Opportunity. Abrams Airborne and each of its related companies were born out of opportunity and hard work.",71,https://www.linkedin.com/company/abrams-airborne-manufacturing-inc-,https://www.facebook.com/abramsairborne,,,,32.2747574,-111.0047684,Jenny,Wilson,Vice President,jenny@abrams.com
Absolute Turning & Machine Inc,2424 E Aragon Rd,Tucson,AZ,85756,United States,(520) 624-5628,,,,Machine shop,,,,,,,,32.1282806,-110.9351044,,,,
Action Print & Copy,3600 N 1st Ave,Tucson,AZ,85719,United States,(520) 829-3075,https://www.printapc.com/,copy@printapc.com,Valid,Commercial printer,"Action Print & Copy is a company that operates in the Printing industry. It employs 6-10 people and has $5M-$10M of revenue. The company is headquartered in Tucson, Arizona.",<25,https://www.linkedin.com/company/chief-print,https://www.facebook.com/actionprintandcopy,,https://www.instagram.com/action.print.and.copy,,32.2723351,-110.9606857,,,,
Anderson Precision Machining,1660 S Research Loop,Tucson,AZ,85710,United States,(520) 396-9840,https://andersonprecisionmachining.com/,,,Machine shop,"We get it. Sourcing CNC Machined components is frustrating. How about simple, with no fluff? We machine most materials, for all industries. Fast & clear communication. Deliveries to schedule. And the highest quality version of your part, guaranteed. Sounds difficult, to go anywhere elseâ¦",4,https://www.linkedin.com/company/anderson-precision-machining-llc/about,,,,,32.2018242,-110.8229141,,,,
Applied Industrial Technologies,2025 N Dragoon St,Tucson,AZ,85745,United States,(520) 791-0086,https://www.applied.com/,ap@applied.com,Valid,Industrial equipment,"Applied Industrial Technologies, Inc. distributes industrial products in the United States, Puerto Rico, Canada, Mexico, Australia, New Zealand, and Singapore. The company offers its products for maintenance, repair, and operational, as well as original equipment manufacturing customers.","6,157",https://www.linkedin.com/company/appliedindustrialtechnologies-,https://www.facebook.com/applied.industrial,https://www.x.com/applied_ind,,,32.2474365,-111.0010681,Cynthia,Saine,Director of Finance,csaine@applied.com
Argus Machine,3220 E Lincoln St,Tucson,AZ,85714,United States,(520) 293-7818,,,,Machine shop,,,,,,,,32.175499,-110.9237595,,,,
Arizona Business Equipment Inc.,3122 N Country Club Rd,Tucson,AZ,85716,United States,(520) 888-2679,https://arizonabusinessequipment.com/,info@arizonabusinessequipment.com,Valid,Rental services,Arizona Business Equipment specializes in all types of office technology and copier sales in Tucson. Call now to learn how we can meet your business needs.,9,https://www.linkedin.com/company/arizona-business-equipment-inc.,https://www.facebook.com/azbusinessequipment,,https://www.instagram.com/arizonabusinessequipment,https://www.youtube.com/channel/UCCHXxj2JzY12Jxyusxx8edA,32.2637024,-110.9264221,Cameron,Moore,President at Arizona Business Equipment Inc,cmoore@arizonabusinessequipment.com
Arizona Research & Manufacturing Corporation,2210 E Ganley Rd,Tucson,AZ,85706,United States,(520) 294-8291,https://www.armcorp.us/,daniel@armcorp.us,Catch-all,Machine shop,"Daniels extensive background started when he was a child while listening to his Grandpa John Victory tell stories of his achievements regarding pioneers like the Wright Brothers, Emelia Earheart, Charles Lindberg and Jimmy Doolittle (See Heritage and History tab).",<25,https://www.linkedin.com/company/arizona-research-&-mfg-corp,https://www.facebook.com/arizonamachining,https://www.x.com/azmachining,,,32.1392517,-110.9384079,Daniel,Victory,Owner,daniel@armcorp.us
Atlas Transmission,2380 W Wetmore Rd,Tucson,AZ,85705,United States,(520) 641-2026,https://www.transmissionrepairstucson.com/,atlastransmission@gmail.com,Valid,Automotive,"Heavy Duty Billet Titan Transmissions, Transmission Repair & Service and Transmission Rebuild & Replace in Tucson, AZ and Flowing Wells, and surrounding areas.",,,,,,,32.2873917,-111.018364,,,,
Authorized Technical Services,990 E 18th St,Tucson,AZ,85719,United States,(520) 903-1448,https://atsappliance.com/,atstucson1@gmail.com,Valid,Appliance repair service,Authorized Technical Services Inc. - Tucson Arizona - Major Appliance Repair.,7,https://www.linkedin.com/company/authorized-technical-services,https://www.facebook.com/p/Authorized-Technical-Services-100063655176779,,,,32.2118225,-110.9551315,,,,
Braswell Engineering,7671 N Business Park Dr,Tucson,AZ,85743,United States,(520) 579-9177,https://www.braswell.com/,sales@braswell.com,Catch-all,Machine shop,"Braswell Carburetion is an automotive company based out of 7671 N Business Park Dr, Tucson, Arizona, United States.",1,https://www.linkedin.com/company/braswell-carburetion,,,,,32.3464546,-111.0818024,Dave,Braswell,Owner,dbraswell@braswell.com
"Bronlyn Technologies, Inc.",2555 N Coyote Dr,Tucson,AZ,85745,United States,(520) 620-1614,https://www.bronlyn.com/,sales@bronlyn.com,Catch-all,Machine shop,"Bronlyn Technologies, Inc. has been manufacturing precision machine components since 1990, catering to industries that require close tolerance machined parts. Their services include rapid tooling, rapid machining prototypes, short run and long run production, as well as engineered modifications tailored to client specifications.",16,https://www.linkedin.com/company/bronlyn-technologies-inc,,,,,32.2529526,-111.0051727,,,,
Bubba's Motorcycle Shop,2844 N 1st Ave,Tucson,AZ,85719,United States,(520) 838-0488,https://www.bubbasmotorcycleshop.com/,bubbasmotorcycleshop@gmail.com,Valid,Motorcycle repair,Index of /,,,,,,,32.2587814,-110.9607086,,,,
Bud's Out Back,1920 E 17th St,Tucson,AZ,85719,United States,(520) 623-8880,,,,Machine shop,,,,,,,,32.2130814,-110.9430618,,,,
Canteen,1101 E Palmdale St,Tucson,AZ,85714,United States,(520) 327-6888,https://www.canteen.com/,connect@canteen.com,Catch-all,Vending machine supplier,"Canteen is an on-demand retail and food service company. It provides market, dining, vending, coffee and more. The company was founded in 1929 and is based in Charlotte, North Carolina.","11,000",https://www.linkedin.com/company/canteen-usa,https://www.facebook.com/canteenusa,https://www.x.com/canteenusa,https://instagram.com/canteenusa,,32.1756477,-110.9547806,Ashley,Smith,Regional Director,asmith@canteen.com
Caterpillar Tucson Mining Center,875 W Cushing St,Tucson,AZ,85745,United States,(520) 917-8587,https://www.caterpillar.com/,,,Business to business,"Caterpillar Inc. manufactures and sells construction and mining equipment, diesel and natural gas engines, industrial gas turbines, and diesel-electric locomotives for heavy and general construction, rental, quarry, aggregate, mining, waste, material handling, oiland gas, power generation, marine, rail, and industrial markets.","109,100",https://www.linkedin.com/company/caterpillar-inc,https://www.facebook.com/caterpillarinc,https://x.com/CaterpillarInc,https://www.instagram.com/caterpillarinc,https://www.youtube.com/caterpillarinc,32.2173958,-110.9840164,,,,
"Central Components, Inc.",1834 S Research Loop,Tucson,AZ,85710,United States,(520) 571-1433,https://www.centci.com/,sales@centci.com,Catch-all,Machine shop,"Central Components is a privately held machining, manufacturing, engineering , and injection-molding based facility based in Tucson, Arizona. Central Components provides best-in-class services that adhere to rigid standards in many different sectors including aerospace, military, optics, medical, and industrial applications.",12,https://www.linkedin.com/company/centralcomponentsinctuc,,,https://www.instagram.com/centralcomponents_inc,,32.1999588,-110.8231049,David,Robles,"Leading Central Components | Innovator in Manufacturing & Injection Molding for Aerospace, Automotive, Construction, Appliances",d.robles@centci.com
Clean Cut Metals,4605 S Contractors Way,Tucson,AZ,85714,United States,(520) 623-3961,https://www.cleancutmetals.com/,tlerew@cleancutmetals.com,Unknown,Machine shop,"Clean Cut Metals is a Tucson, Arizona-based company specializing in precision sheet metal fabrication and machining services. They offer a range of advanced technologies, including CNC punching, milling, robotic welding, and CAD design integration to produce high-quality components for various industries such as medical instrumentation, solar energy, and telecommunications.",6,https://www.linkedin.com/company/clean-cut-metals,,,,,32.1688538,-110.9076996,,,,
Competitive Engineering Inc,3371 E Hemisphere Loop,Tucson,AZ,85706,United States,(520) 746-0270,https://www.ceiglobal.com/,administrator@ceiglobal.com,Valid,Machine shop,"Competitive Engineering Inc is a manufacturing engineering company based in Tucson, AZ, established in 1987. They specialize in precision machining, complex assembly, precision tooling, mechanical design services, and lean manufacturing. Their expertise includes working with various materials such as aluminum, steel, super alloys, and plastics, catering primarily to the semiconductor industry.",108,https://www.linkedin.com/company/competitive-engineering-inc,,,,,32.1395111,-110.9204483,Dennis,McCarthy,Chief Financial Officer,dennismccarthy@ceiglobal.com
Compliance Machine & Tool,3901 E Justin Ln,Tucson,AZ,85712,United States,(520) 548-9293,,,,Machine shop,,,,,,,,32.2469025,-110.9094086,,,,
Core Machinery & Hydraulic Reman,3285 E 44th St,Tucson,AZ,85713,United States,(520) 623-8681,https://www.coremachinery.com/,shailemariam@coremachinery.com,Valid,Hydraulic repair service,"Core Machinery, formerly known as Road Machinery. Exceptional service is at the core of everything we do for each and every customer, each and every day.",128,https://www.linkedin.com/company/coremachinery,,,,,32.1848907,-110.9224243,Colby,McCarthy,Director of Parts and Inventory,cmccarthy@coremachinery.com
Desert Sharp,3202 E President St,Tucson,AZ,85714,United States,(520) 307-0005,https://desertsharp.com/,,,Machine shop,Desert Sharp is a one-stop shop for high precision CNC machining  With over 24 years of machining experience.,,,,,https://www.instagram.com/desert_sharp,,32.1765747,-110.9242477,,,,
Desert Tech Import Auto,275 E Fort Lowell Rd,Tucson,AZ,85705,United States,(520) 293-2254,https://www.deserttechauto.com/,,,Auto repair,"Desert Tech Auto repair and services for BMW, AUDI, Mini Cooper and VW. Receive your first oil change free with no strings attached. Call today!",2,https://www.linkedin.com/j,https://www.facebook.com/j,,,,32.2652206,-110.9681244,,,,
Efabex Inc,3780 E 44th St,Tucson,AZ,85713,United States,(520) 571-0340,http://www.efabex.com/,p.horwath@efabex.com,Unknown,Machine shop,"eFabex Inc is a company that operates in the Repair Services industry. It employs 5to9 people and has 500Kto1M of revenue. The company is headquartered in Tucson, Arizona.",6,https://www.linkedin.com/company/efabex-inc,,https://mailto:ed@efabex.com,,,32.1851463,-110.9118729,,,,
Evaero,3807 E Kleindale Rd,Tucson,AZ,85716,United States,(520) 327-0053,https://www.evaero.com/,info@evaero.com,Valid,Machine shop,Evaero is a modern manufacturing firm that specializes in delivering custom machined components specifically for the aerospace and defense industries. The company focuses on providing high-quality manufacturing and machining services tailored to the unique needs of its clients in these sectors.,24,https://www.linkedin.com/company/evaero,https://www.facebook.com/evaeroagency,https://www.x.com/evaero,,,32.2691002,-110.9116821,Cathy,Edminson,Program Manager,cathy.edminson@evaero.com
Factory Motor Parts,2851 N Flowing Wells Rd,Tucson,AZ,85705,United States,(877) 857-6830,https://www.factorymotorparts.com/,sales@factorymotorparts.com,Catch-all,Distribution services,"Founded in 1945 and based in Eagan, Minnesota, Factory Motor Parts (FMP) is an equipment manufacturer of automotive parts.","3,500",https://www.linkedin.com/company/factory-motor-parts,https://www.facebook.com/factorymotorparts,https://www.x.com/factorymotor,https://www.instagram.com/factorymotorpartsofficial,https://www.youtube.com/channel/UCM0I6DI4D6Hn0aUwr0cog7Q,32.2591171,-110.996521,Donald,Mcdowell,Regional Sales Manager at Factory Motor,donaldm@factorymotorparts.com
Fedex Office Print & Ship Center,2607 E Speedway Blvd,Tucson,AZ,85716,United States,(520) 795-7796,https://local.fedex.com/en-us/az/tucson/office-4195,india@fedex.com,Valid,Courier & delivery services,"FedEx Logistics helps you formulate the best plan for moving your freight around the globe. Then we help you execute it. By analyzing what youre shipping, where its going, and when it needs to be there, we can help you create a logistics scenario that meets your schedule and your budget.","300,000",https://www.linkedin.com/company/fedex,https://www.facebook.com/FedEx,https://www.fedex.com/us/security/index.html,https://www.instagram.com/fedex,https://www.youtube.com/fedex,32.2364693,-110.9331284,Luiz,Roberto Vasconcelos,"Senior Vp & President, Division Fedex (latin America and Caribbean)",lvasconcelos@fedex.com
Frontline Appliances,1420 S Alvernon Way,Tucson,AZ,85711,United States,(520) 519-9903,https://www.frontlineappliances.com/,support@frontlineappliances.com,Valid,Appliance repair service,"Frontline Appliances offers new (scratch & dent) & used refrigerators, ranges, washers, and dryers at half the retail price. Warranty, delivery, and financing available.",<25,,https://www.facebook.com/frontlineappliances,,https://www.instagram.com/frontlineappliancesaz,https://youtube.com/@frontlineappliances,32.2047615,-110.9102783,Yuri,Claustro,Owner,yuri@frontlineappliances.com
Grace Pacifica Machining,1800 S Research Loop,Tucson,AZ,85710,United States,(520) 751-1222,https://www.gracepacifica.com/,sales@gracepacifica.com,Catch-all,Machine shop,"A diversified, full service contract manufacturer located in Tucson, AZ. Anewco specializes in CNC milling, turning and sheet metal laser cutting.",6,,,,,,32.2003136,-110.8215866,,,,
Group One Motorwerks,3412 N Dodge Blvd,Tucson,AZ,85716,United States,(520) 887-6335,https://grouponemotorwerks.com/,service@grouponemotorwerks.com,Catch-all,Auto repair,"Group One Motorwerks is a full-service German vehicle repair specialist, serving Tuscon in the same location for 31 years. We are factory tooled and trained to handle all you vehicle needs. All our work carries an industry leading 3 year or 36,000 warranty, and ourwarranty is good nationwide to ensure trouble free travels across our great country.",<25,,https://www.facebook.com/Grouponemotorwerks,https://www.x.com/group1motorwerk,,,32.2690392,-110.9139557,Bart,Lind,Owner,bart@grouponemotorwerks.com
Highway Drive Repair Services,4401 N Highway Dr,Tucson,AZ,85705,United States,(520) 888-6089,http://highway-services.edan.io/,crunch@edan.io,Catch-all,Auto repair,"Its a nice small town bar with pretty good food and drinks for a decent price.
I ordered Asian chicken wraps & got Chicken Caesar wraps.
I use to work there nice place in people",44,,,,,,32.2874756,-111.0220261,,,,
Industrial Tool Die & Engineering,4765 S Overland Dr,Tucson,AZ,85714,United States,(520) 745-8771,https://www.itde.com/,fulk@itde.com,Catch-all,Machine shop,"Industrial Tool, Die and Engineering, Inc. (ITDE) specializes in manufacturing small and medium-sized components primarily for the aerospace, optics, medical, and solar industries. Founded in 1972, the company prioritizes quality, prompt service, and competitive pricing, utilizing a state-of-the-art facility and advanced machinery including CNC lathes and 5-axis mills.",72,https://www.linkedin.com/company/industrial-tool-die-&-engineering-inc,https://www.facebook.com/itdeinc,,,,32.1644173,-110.9119644,Cory,Bankemper,"Manager, Production Control",cbankemper@itde.com
"Kirsh Manfucturing, Inc.",801 E 46th St,Tucson,AZ,85713,United States,(520) 884-7570,https://www.kirshmanufacturing.com/,chris@kirshmanufacturing.com,Valid,Machine shop,"Kirsh Manufacturing Inc is a defense & space company based out of 801 E 46th St, Tucson, Arizona, United States.",5,https://www.linkedin.com/company/kirsh-manufacturing-inc,,,,,32.1816406,-110.9590759,Barbara,Kirsh,"Vice President, Administration",kirsh@kirshmanufacturing.com
Leo Engraving,3240 S Dodge Blvd,Tucson,AZ,85713,United States,(520) 222-7153,https://www.leoengraving.com/,,,Engraving,"Trusted by Boeing, Raytheon & more. LEO Engraving delivers high-quality laser marking for industrial, NFA, and branding applications with custom tooling and tech.",,,https://www.facebook.com/leoengraving,,https://www.instagram.com/leoengraving,,32.1861877,-110.9141464,,,,
